1,1,1,-57.076,-9.562,77.439,40.9,-45.294,-13.291,65.235
2,1,2,-72.341,-29.617,65.522,36.7,-61.309,-31.863,53.348
3,1,3,-80.047,-11.793,44.030,40.7,-66.238,-14.354,37.714
4,1,4,-67.497,6.477,58.072,37.6,-56.403,0.955,50.107
5,2,1,-38.473,8.634,84.604,39.3,-28.281,3.461,68.837
6,2,4,-51.155,26.914,66.065,37.2,-41.393,19.541,55.757
7,3,1,-39.895,-28.880,93.294,38.9,-31.830,-30.739,74.684
8,3,2,-56.069,-49.118,80.686,40.3,-42.401,-47.736,66.231
9,4,2,-78.594,-47.958,46.962,40.1,-66.061,-44.683,41.730
10,4,3,-85.028,-29.926,25.727,33.6,-70.249,-29.517,25.781
11,5,3,-81.342,2.605,21.617,34.0,-66.735,-2.042,21.018
12,5,4,-71.835,22.115,37.640,37.0,-57.574,15.154,32.988
